"POLITICO";"NOME_CASA";"PARTIDO";"UF";"ID";"ANO_MANDATO";"LEGISLATURA";"URL_FOTO"
"EUNÍCIO OLIVEIRA";"EUNÍCIO OLIVEIRA";"PMDB";"CE";"74454";"2007.0";"53.0";""
"FERNANDO LOPES";"FERNANDO LOPES";"PMDB";"RJ";"74843";"2011.0";"54.0";""
"JOÃO LEÃO";"JOÃO LEÃO";"PP";"BA";"74550";"2011.0";"54.0";""
"JAIME MARTINS";"JAIME MARTINS";"PSD";"MG";"5830468";"2011.0";"54.0";""
"CEZAR SCHIRMER";"CEZAR SCHIRMER";"PMDB";"RS";"73480";"2007.0";"53.0";""
"FERNANDO FERRO";"FERNANDO FERRO";"PT";"PE";"74417";"2007.0";"53.0";""
"SILAS BRASILEIRO";"SILAS BRASILEIRO";"PMDB";"MG";"5830809";"2011.0";"54.0";""
"GONZAGA PATRIOTA";"GONZAGA PATRIOTA";"PSB";"PE";"5830575";"2011.0";"54.0";""
"JAIRO CARNEIRO";"JAIRO CARNEIRO";"PFL";"BA";"74547";"2007.0";"53.0";""
"JOÃO CORREIA";"JOÃO CORREIA";"PMDB";"";"e906b5aaae5c8f77843b6b411b16f168";"";"";""
"NILSON PINTO";"NILSON PINTO";"PSDB";"PA";"5830421";"2011.0";"54.0";""
"CORONEL ALVES";"CORONEL ALVES";"PL";"";"c616a1f1b514ee70d0497a4b75c61fdf";"";"";""
"DR. HELENO";"DR. HELENO";"PSDB";"";"1f7f50ecdf6b7ea08556b7ae707aedad";"";"";""
"EDUARDO GOMES";"EDUARDO GOMES";"PSDB";"TO";"73945";"2011.0";"54.0";""
"ALOYSIO NUNES FERREIRA";"ALOYSIO NUNES FERREIRA";"PSDB";"";"6d9a736c8a3a44531280820a74870fcf";"";"";""
"JOSÉ RAJÃO";"JOSÉ RAJÃO";"PSDB";"";"36544b15adf0e11ee691c2a9fb49e38b";"";"";""
"ANTÔNIO CARLOS BIFFI";"ANTÔNIO CARLOS BIFFI";"PT";"MS";"74373";"2007.0";"53.0";""
"ROBERTO JEFFERSON";"ROBERTO JEFFERSON";"PTB";"";"83ba8cc27d5262408ed6aeacb7e2e76c";"";"";""
"NELSON MARQUEZELLI";"NELSON MARQUEZELLI";"PTB";"SP";"5830353";"2011.0";"54.0";""
"TAKAYAMA";"TAKAYAMA";"PSC";"PR";"5830674";"2011.0";"54.0";""
"PAULO MAGALHÃES";"PAULO MAGALHÃES";"PSD";"BA";"5830592";"2011.0";"54.0";""
"JOÃO CALDAS";"JOÃO CALDAS";"PSDB";"AL";"74559";"2011.0";"54.0";""
"JÚLIO CESAR";"JÚLIO CESAR";"PSD";"PI";"5830694";"2011.0";"54.0";""
"ENIVALDO RIBEIRO";"ENIVALDO RIBEIRO";"PPB";"";"13f608c48af9d3dce6ce0a1b27a2f32c";"";"";""
"GONZAGA MOTA";"GONZAGA MOTA";"PSDB";"";"edc4360d05e6b07bd55b72b0d6e4ff1c";"";"";""
"ÁTILA LIRA";"ÁTILA LIRA";"PSB";"PI";"5830530";"2011.0";"54.0";""
"VITTORIO MEDIOLI";"VITTORIO MEDIOLI";"PSDB";"";"1f60c605f50e2c457b32692cf37a9d7d";"";"";""
"RICARDO FIUZA";"RICARDO FIUZA";"PPB";"";"e46fb5665eae76c180f05a0925ac0f84";"";"";""
"RICARDO BARROS";"RICARDO BARROS";"PP";"PR";"5830357";"2011.0";"54.0";""
"CARLOS ALBERTO ROSADO";"CARLOS ALBERTO ROSADO";"DEM";"";"4762b69e7e922de516ca7a5d6ceb2b48";"";"";""
"CARLOS MELLES";"CARLOS MELLES";"DEM";"MG";"5830719";"2011.0";"54.0";""
"EDUARDO PAES";"EDUARDO PAES";"DEM";"";"073fc78d877ce4a8c2d58c419117e3c9";"";"";""
"VILMAR ROCHA";"VILMAR ROCHA";"DEM";"GO";"73677";"2011.0";"54.0";""
"GERVÁSIO SILVA";"GERVÁSIO SILVA";"PFL";"SC";"73472";"2007.0";"53.0";""
"JOÃO LYRA";"JOÃO LYRA";"PTB";"AL";"74049";"2011.0";"54.0";""
"JÚLIO DELGADO";"JÚLIO DELGADO";"PSB";"MG";"5830574";"2011.0";"54.0";""
"ODÍLIO BALBINOTTI";"ODÍLIO BALBINOTTI";"PMDB";"PR";"73782";"2011.0";"54.0";""
"RONALDO DIMAS";"RONALDO DIMAS";"PSDB";"";"28fd69120b6a57bf843f269214be1d67";"";"";""
"JOSIAS GOMES";"JOSIAS GOMES";"PT";"BA";"74141";"2011.0";"54.0";""
"SARNEY FILHO";"SARNEY FILHO";"PV";"MA";"5830511";"2011.0";"54.0";""
"SUELY CAMPOS";"SUELY CAMPOS";"DEM";"";"e628425f96ceb6b949912ce5b355cbea";"";"";""
"LUIZ ALBERTO";"LUIZ ALBERTO";"PT";"BA";"74133";"2011.0";"54.0";""
"JACKSON BARRETO";"JACKSON BARRETO";"PTB";"SE";"77701";"2007.0";"53.0";""
"NEY LOPES";"NEY LOPES";"DEM";"";"65179dd00a50269e0fbe4cf47d95ae01";"";"";""
"DARCÍSIO PERONDI";"DARCÍSIO PERONDI";"PMDB";"RS";"5830385";"2011.0";"54.0";""
"PAES LANDIM";"PAES LANDIM";"PTB";"PI";"5830740";"2011.0";"54.0";""
"ADAUTO PEREIRA";"ADAUTO PEREIRA";"DEM";"";"3384ee5268eaaf89d94a7bb5a40c6348";"";"";""
"JOÃO CARLOS BACELAR";"JOÃO CARLOS BACELAR";"PR";"BA";"5830780";"2011.0";"54.0";""
"DURVAL ORLATO";"DURVAL ORLATO";"PT";"";"e4d36db70ae1b00beedab3d62d36062c";"";"";""
"JOSÉ PRIANTE";"JOSÉ PRIANTE";"PMDB";"PA";"5830495";"2011.0";"54.0";""
"ALBERTO FRAGA";"ALBERTO FRAGA";"DEM";"DF";"5830472";"2011.0";"54.0";""
"MARIÂNGELA DUARTE";"MARIÂNGELA DUARTE";"PT";"";"8ae30eb464a1ebfe668fae895844abdc";"";"";""
"RENATO COZZOLINO";"RENATO COZZOLINO";"PDT";"RJ";"74257";"2007.0";"53.0";""
"ZONTA";"ZONTA";"PP";"SC";"74392";"2007.0";"53.0";""
"ARLINDO CHINAGLIA";"ARLINDO CHINAGLIA";"PT";"SP";"5830761";"2011.0";"54.0";""
"TEREZINHA FERNANDES";"TEREZINHA FERNANDES";"PT";"";"de5efdc2c9d273b35f95312d3ca803ac";"";"";""
"SILAS CÂMARA";"SILAS CÂMARA";"PSD";"AM";"5830401";"2011.0";"54.0";""
"ALEXANDRE CARDOSO";"ALEXANDRE CARDOSO";"PSB";"RJ";"74829";"2011.0";"54.0";""
"CARLOS ABICALIL";"CARLOS ABICALIL";"PT";"MT";"74285";"2007.0";"53.0";""
"JOSÉ MENDONÇA BEZERRA";"JOSÉ MENDONÇA BEZERRA";"PFL";"PE";"74425";"2007.0";"53.0";""
"PROFESSORA RAQUEL TEIXEIRA";"PROFESSORA RAQUEL TEIXEIRA";"PSDB";"GO";"74370";"2007.0";"53.0";""
"LUIZ ANTONIO FLEURY";"LUIZ ANTONIO FLEURY";"PTB";"";"099eb925a9962c53962409ce2c92b1de";"";"";""
"INÁCIO ARRUDA";"INÁCIO ARRUDA";"PCdoB";"";"21b2aedfd1f99f3ccd6f4f9fd7450f9d";"";"";""
"JOSÉ ROBERTO ARRUDA";"JOSÉ ROBERTO ARRUDA";"DEM";"";"9b7f9523b7755e10dfc9d77ec5f51a5d";"";"";""
"LEONARDO MONTEIRO";"LEONARDO MONTEIRO";"PT";"MG";"5830402";"2011.0";"54.0";""
"AMAURI GASQUES";"AMAURI GASQUES";"PRONA";"";"5ea3d6925b1003ef92ab1248f5fd3946";"";"";""
"JORGE PINHEIRO";"JORGE PINHEIRO";"PRB";"GO";"73569";"2011.0";"54.0";""
"ALMERINDA DE CARVALHO";"ALMERINDA DE CARVALHO";"PSB";"";"30176c938ddb83c5448d9548a0761945";"";"";""
"ASDRUBAL BENTES";"ASDRUBAL BENTES";"PMDB";"PA";"74222";"2011.0";"54.0";""
"VANDERLEI ASSIS";"VANDERLEI ASSIS";"PRONA";"";"32e8bb38af4a4419a888d85ae1ae55be";"";"";""
"INALDO LEITÃO";"INALDO LEITÃO";"PSDB";"";"1633527a32213727b7386e61bf115f66";"";"";""
"PAULO BAUER";"PAULO BAUER";"PSDB";"SC";"73882";"2007.0";"53.0";""
"SANDRO MABEL";"SANDRO MABEL";"PL";"GO";"73676";"2007.0";"53.0";""
"ANTONIO CRUZ";"ANTONIO CRUZ";"PP";"MS";"73817";"2007.0";"53.0";""
"ELISEU PADILHA";"ELISEU PADILHA";"PMDB";"RS";"73892";"2011.0";"54.0";""
"OSVALDO BIOLCHI";"OSVALDO BIOLCHI";"PMDB";"RS";"73909";"2007.0";"53.0";""
"SARAIVA FELIPE";"SARAIVA FELIPE";"PMDB";"MG";"5830577";"2011.0";"54.0";""
"IVO JOSÉ";"IVO JOSÉ";"PT";"";"2471f4f25552f2758a127360416ede3c";"";"";""
"JUTAHY JUNIOR";"JUTAHY JUNIOR";"PSDB";"BA";"5830416";"2011.0";"54.0";""
"RAIMUNDO SANTOS";"RAIMUNDO SANTOS";"PL";"";"339fbeb6eb8f1edfc6f9e1bf33620acb";"";"";""
"DEVANIR RIBEIRO";"DEVANIR RIBEIRO";"PT";"SP";"74264";"2007.0";"53.0";""
"OSMÂNIO PEREIRA";"OSMÂNIO PEREIRA";"PSDB";"";"bae993013f9722a796b27c05126c8715";"";"";""
"PAULO MARINHO";"PAULO MARINHO";"DEM";"";"c26af0e869239ed7482ea630e1a088ae";"";"";""
"ANGELA GUADAGNIN";"ANGELA GUADAGNIN";"PT";"";"5f3a52c84538174f27f330bfaf82ec39";"";"";""
"EDUARDO CUNHA";"EDUARDO CUNHA";"PMDB";"RJ";"5830533";"2011.0";"54.0";""
"ELISEU RESENDE";"ELISEU RESENDE";"DEM";"";"87af8632c836efe5ad2cac36cd0d4184";"";"";""
"MÚCIO SÁ";"MÚCIO SÁ";"PTB";"";"e3c4e46642ee8e99e0eaec7c13d118ea";"";"";""
"VALDEMAR COSTA NETO";"VALDEMAR COSTA NETO";"PL";"SP";"73565";"2007.0";"53.0";""
"JOÃO ALMEIDA";"JOÃO ALMEIDA";"PSDB";"BA";"74549";"2007.0";"53.0";""
"DARCI COELHO";"DARCI COELHO";"DEM";"";"23273e9c6eea3619dbaa76fd6c977087";"";"";""
"GILBERTO NASCIMENTO";"GILBERTO NASCIMENTO";"PSC";"SP";"5830514";"2011.0";"54.0";""
"RICARTE DE FREITAS";"RICARTE DE FREITAS";"PTB";"MT";"73490";"2007.0";"53.0";""
"HOMERO BARRETO";"HOMERO BARRETO";"PTB";"";"81fbcb337c60a7cbedd3091979c86817";"";"";""
"MAURÍCIO RABELO";"MAURÍCIO RABELO";"PL";"";"5b63cbbc5a961192de5f586bced271d5";"";"";""
"JOÃO PAULO GOMES DA SILVA";"JOÃO PAULO GOMES DA SILVA";"PL";"";"5f302ea629be70ac8605aaff5bc106a8";"";"";""
"WASHINGTON LUIZ";"WASHINGTON LUIZ";"PT";"MA";"74490";"2007.0";"53.0";""
"MAURÍCIO RANDS";"MAURÍCIO RANDS";"PT";"PE";"74045";"2007.0";"53.0";""
"RUBENS OTONI";"RUBENS OTONI";"PT";"GO";"5830485";"2011.0";"54.0";""
"JOSÉ CARLOS MARTINEZ";"JOSÉ CARLOS MARTINEZ";"PTB";"";"5c2f8e01378f8065e6fcb5beb2e28840";"";"";""
"KÁTIA ABREU";"KÁTIA ABREU";"DEM";"";"6dbed48c4209b1e24e56df0e2458cf5b";"";"";""
"MARCUS VICENTE";"MARCUS VICENTE";"PP";"ES";"5830562";"2011.0";"54.0";""
"HENRIQUE AFONSO";"HENRIQUE AFONSO";"PV";"AC";"73940";"2011.0";"54.0";""
"COLBERT MARTINS";"COLBERT MARTINS";"PMDB";"BA";"74230";"2011.0";"54.0";""
"EDUARDO BARBOSA";"EDUARDO BARBOSA";"PSDB";"MG";"5830588";"2011.0";"54.0";""
"MARCONDES GADELHA";"MARCONDES GADELHA";"PSB";"PB";"74470";"2007.0";"53.0";""
"VICENTINHO";"VICENTINHO";"PT";"SP";"5830496";"2011.0";"54.0";""
"RENILDO CALHEIROS";"RENILDO CALHEIROS";"PCdoB";"PE";"73801";"2007.0";"53.0";""
"PROMOTOR AFONSO GIL";"PROMOTOR AFONSO GIL";"PCdoB";"";"478a7269246d278591cf6a3b2f2d1fa0";"";"";""
"IVAN RANZOLIN";"IVAN RANZOLIN";"PPB";"";"d5269418fe124472260a7fb4b4d265d4";"";"";""
"ROGÉRIO TEÓFILO";"ROGÉRIO TEÓFILO";"DEM";"";"4550a63a90316ff547a0b79854fafa03";"";"";""
"SANDES JÚNIOR";"SANDES JÚNIOR";"PP";"GO";"5830807";"2011.0";"54.0";""
"PATRUS ANANIAS";"PATRUS ANANIAS";"PT";"";"83a301ac0f806ddd329326b1d1a754a2";"";"";""
"DR. RIBAMAR ALVES";"DR. RIBAMAR ALVES";"PSB";"";"01549c841df6bdc8dabb62c405a0f2df";"";"";""
"LUCIANO LEITOA";"LUCIANO LEITOA";"PDT";"";"b36c3708fa48bf6bbdf572553420356f";"";"";""
"ROMEU QUEIROZ";"ROMEU QUEIROZ";"PTB";"";"20c59b90ee9b29067570dfd5241ec924";"";"";""
"ALCESTE ALMEIDA";"ALCESTE ALMEIDA";"PMDB";"";"e86b31b0eac5f1b13c1de1d60eec9ebe";"";"";""
"ROBERTO BALESTRA";"ROBERTO BALESTRA";"PP";"GO";"5830602";"2011.0";"54.0";""
"VIGNATTI";"VIGNATTI";"PT";"SC";"74391";"2007.0";"53.0";""
"ZENALDO COUTINHO";"ZENALDO COUTINHO";"PSDB";"PA";"74354";"2011.0";"54.0";""
"WILSON SANTIAGO";"WILSON SANTIAGO";"PMDB";"PB";"74044";"2007.0";"53.0";""
"ELIMAR MÁXIMO DAMASCENO";"ELIMAR MÁXIMO DAMASCENO";"PRONA";"";"fbc882394d3703613c57916e96321e9a";"";"";""
"VALDENOR GUEDES";"VALDENOR GUEDES";"PPB";"";"df939ebc6aa59d20444b7f7567a671f0";"";"";""
"MORONI TORGAN";"MORONI TORGAN";"DEM";"CE";"5830717";"2011.0";"54.0";""
"MÁRIO ASSAD JÚNIOR";"MÁRIO ASSAD JÚNIOR";"PL";"";"79927ada4b904302e4d03bd021460597";"";"";""
"CABO JÚLIO";"CABO JÚLIO";"PSB";"";"b347973f464b96f135afb2a40116f55c";"";"";""
"PAULO ROCHA";"PAULO ROCHA";"PT";"PA";"74082";"2007.0";"53.0";""
"ALICE PORTUGAL";"ALICE PORTUGAL";"PCdoB";"BA";"5830470";"2011.0";"54.0";""
"TARCISIO ZIMMERMANN";"TARCISIO ZIMMERMANN";"PT";"";"350386a680c2295deaa4e53c21e48ffe";"";"";""
"NEIVA MOREIRA";"NEIVA MOREIRA";"PDT";"";"65d428c4a9bb19755a57cb077c48ec31";"";"";""
"PROFESSOR LUIZINHO";"PROFESSOR LUIZINHO";"PT";"";"c4ab7a933a67697b8afa3ccbaef466d5";"";"";""
"JOÃO MAGNO";"JOÃO MAGNO";"PT";"";"be22001269377fca7f7776fdebc439cf";"";"";""
"JANETE CAPIBERIBE";"JANETE CAPIBERIBE";"PSB";"AP";"5830358";"2011.0";"54.0";""
"ELAINE COSTA";"ELAINE COSTA";"PTB";"";"56459a51c5466ee67bfdf4f8f414241b";"";"";""
"EDUARDO VALVERDE";"EDUARDO VALVERDE";"PT";"RO";"73938";"2007.0";"53.0";""
"ALCEU COLLARES";"ALCEU COLLARES";"PDT";"";"aab16232af652a761a831a7bf9009a4f";"";"";""
"JOÃO BATISTA";"JOÃO BATISTA";"PMDB";"RO";"160317";"2007.0";"53.0";""
"NAZARENO FONTELES";"NAZARENO FONTELES";"PT";"PI";"74491";"2011.0";"54.0";""
"ZÉ GERARDO";"ZÉ GERARDO";"PMDB";"CE";"74309";"2007.0";"53.0";""
"JÚLIO REDECKER";"JÚLIO REDECKER";"PSDB";"RS";"73994";"2007.0";"53.0";""
"NILTON BAIANO";"NILTON BAIANO";"PPB";"";"c3d9d092812c40a5d618e89f2c5efd18";"";"";""
"NEUCIMAR FRAGA";"NEUCIMAR FRAGA";"PL";"ES";"74165";"2007.0";"53.0";""
"JOSÉ MENTOR";"JOSÉ MENTOR";"PT";"SP";"5830475";"2011.0";"54.0";""
"WAGNER LAGO";"WAGNER LAGO";"PDT";"";"4bdc8e749af4254be186dab39226db5e";"";"";""
"HUMBERTO MICHILES";"HUMBERTO MICHILES";"PL";"";"dcffa094340b020db03fc6f8dd1c0c0c";"";"";""
"JOÃO PIZZOLATTI";"JOÃO PIZZOLATTI";"PP";"SC";"73874";"2011.0";"54.0";""
"CARLOS NADER";"CARLOS NADER";"DEM";"";"86f3f2c8c30ce5030575a1dcbc24d486";"";"";""
"DILCEU SPERAFICO";"DILCEU SPERAFICO";"PP";"PR";"5830651";"2011.0";"54.0";""
"MIGUEL DE SOUZA";"MIGUEL DE SOUZA";"PL";"";"48aea867840d53131f60533c7a0b0049";"";"";""
"JOSÉ CHAVES";"JOSÉ CHAVES";"PTB";"PE";"74423";"2011.0";"54.0";""
"LUIZ COUTO";"LUIZ COUTO";"PT";"PB";"5830317";"2011.0";"54.0";""
"PEDRO CORRÊA";"PEDRO CORRÊA";"PPB";"";"efa451723a276836c826c77118742fbe";"";"";""
"AROLDO CEDRAZ";"AROLDO CEDRAZ";"DEM";"";"d2b521ea9cfe3a96b923d6acc441bcd8";"";"";""
"LEONARDO MATTOS";"LEONARDO MATTOS";"PV";"";"91f4acbf63e8656f1648641cfb2c2285";"";"";""
"CÉSAR BANDEIRA";"CÉSAR BANDEIRA";"DEM";"";"73c217f82c3b61bb097cf0b8973d9ef0";"";"";""
"CELCITA PINHEIRO";"CELCITA PINHEIRO";"PFL";"MT";"74799";"2007.0";"53.0";""
"NICE LOBÃO";"NICE LOBÃO";"PFL";"MA";"74447";"2007.0";"53.0";""
"WANDERVAL SANTOS";"WANDERVAL SANTOS";"PL";"";"62a04c6b03982a2dab1533cadce0f087";"";"";""
"PAULO RATTES";"PAULO RATTES";"PMDB";"RJ";"73612";"2007.0";"53.0";""
"CÉSAR MEDEIROS";"CÉSAR MEDEIROS";"PT";"";"c51c28646acda2f1a3450676cd91946b";"";"";""
"ÁLVARO DIAS";"ÁLVARO DIAS";"PDT";"";"dca1662c0b5edb327e3c78ce98d7ab29";"";"";""
"MARCELO ORTIZ";"MARCELO ORTIZ";"PV";"SP";"74278";"2007.0";"53.0";""
"CARLOS EDUARDO CADOCA";"CARLOS EDUARDO CADOCA";"PCdoB";"PE";"5830813";"2011.0";"54.0";""
"MARCELLO SIQUEIRA";"MARCELLO SIQUEIRA";"PMDB";"";"71ac38937e05096ad82ff2d09a82694d";"";"";""
"JÚNIOR BETÃO";"JÚNIOR BETÃO";"PPS";"";"f5c0f9f4fc93d010e294d5af3e082ff7";"";"";""
"PASTOR FRANCISCO OLÍMPIO";"PASTOR FRANCISCO OLÍMPIO";"PSB";"";"c3151c3304843d297d109704f8c30fbc";"";"";""
"CARLITO MERSS";"CARLITO MERSS";"PT";"SC";"73469";"2007.0";"53.0";""
"JOÃO GRANDÃO";"JOÃO GRANDÃO";"PT";"";"b5bb9a4b5973d6b4469b1da8386a248a";"";"";""
"RONIVON SANTIAGO";"RONIVON SANTIAGO";"PPB";"";"65a3adba8d8e97cf118319cba21a2e51";"";"";""
"MEDEIROS";"MEDEIROS";"PL";"";"c1ff932aa9dd7d600df2db9b8b18b7c5";"";"";""
"OSVALDO COELHO";"OSVALDO COELHO";"DEM";"";"7ab08a7e1a4b047b011483911378f260";"";"";""
"ROMMEL FEIJÓ";"ROMMEL FEIJÓ";"PSDB";"";"38d8faf9387952292689ad8a629f930b";"";"";""
"LAVOISIER MAIA";"LAVOISIER MAIA";"PSB";"";"14af2a44e6e68c7b4b5db1c4713e2e7d";"";"";""
"JOÃO TOTA";"JOÃO TOTA";"PP";"";"55c10d1df07dc5bb5cc51c54c3a8f492";"";"";""
"ALMIR MOURA";"ALMIR MOURA";"PL";"";"b25021f37e3f020e0311c033736cd1fd";"";"";""
"JAMIL MURAD";"JAMIL MURAD";"PCdoB";"";"86064c5b522929b309ef46fff2f246d4";"";"";""
"PAULO KOBAYASHI";"PAULO KOBAYASHI";"PSDB";"";"44299590ad591fb86055821b068c0cd6";"";"";""
"CIRO NOGUEIRA";"CIRO NOGUEIRA";"PP";"PI";"74313";"2007.0";"53.0";""
"NICIAS RIBEIRO";"NICIAS RIBEIRO";"PSDB";"";"4071a846eb15630a9c2c2373bcd32d28";"";"";""
"LÚCIA BRAGA";"LÚCIA BRAGA";"PMN";"";"d65751dcdf083e8ddb44228ca408937d";"";"";""
"MARINHA RAUPP";"MARINHA RAUPP";"PMDB";"RO";"5830657";"2011.0";"54.0";""
"ANSELMO";"ANSELMO";"PT";"";"5f131d88d030366af3eadc87194b4528";"";"";""
"BARBOSA NETO";"BARBOSA NETO";"PDT";"PR";"141449";"2007.0";"53.0";""
"PEDRO IRUJO";"PEDRO IRUJO";"DEM";"";"2c014ab6421a9e6a6398c045d8ef2b9f";"";"";""
"ROBÉRIO NUNES";"ROBÉRIO NUNES";"DEM";"";"a440bcfa89730e5def72136514aabba4";"";"";""
"MUSSA DEMES";"MUSSA DEMES";"PFL";"PI";"74318";"2007.0";"53.0";""
